Bug ID,Product,Component,Assignee,Status,Resolution,Summary,Changed
16158,R,Models,R-core@R-project.org,NEW,---,Error in predict.lm for rank-deficient cases,2/17/2015 11:49
1658,R,Installation,jitterbug-import,NEW,---,make install fails - index.html not found,6/12/2002 1:40
15522,R,Graphics,R-core@R-project.org,NEW,---,Barplot spacing bug,1/1/2015 16:23
3282,R,Installation,jitterbug-import,NEW,---,1.7.1 make check fails,6/18/2003 11:08
15812,R,Graphics,R-core@R-project.org,NEW,---,par(bg='transparent') not affecting svg,6/11/2014 9:27
16764,R,Language,R-core@R-project.org,UNCONFIRMED,---,as.difftime erroneous values on daylight savings changeover days,3/13/2016 23:12
6482,R,Installation,jitterbug-import,NEW,---,Installation,1/27/2004 23:51
7376,R,Wishlist,jitterbug-import,NEW,---,Wishlist: pos argument for mget,11/18/2004 0:57
16035,R,Graphics,R-core@R-project.org,NEW,---,Issue with plot.window and useRaster=T in image(),10/21/2014 9:15
16332,R,Accuracy,R-core@R-project.org,ASSIGNED,---,"pbeta(0.555555, 1925.74, 33.7179, log=TRUE)  returns -Inf",4/28/2015 17:41
412,R,Language,jitterbug-import,UNCONFIRMED,---,anomalies with call objects,8/30/2013 0:18
7988,R,System-specific,jitterbug-import,NEW,---,eigen of a real pd symmetric matrix gives NaNs in $vector (R2.1.1 and R2.0.1 Windows),7/4/2005 14:37
9427,R,Misc,jitterbug-import,NEW,---,substitute creates an object which prints incorrectly,12/23/2006 16:28
1662,R,Add-ons,jitterbug-import,NEW,---,"fisher.test FEXACT memory bug ""should not occur""",4/26/2015 10:18
3325,R,Analyses,jitterbug-import,NEW,---,optim with constraints ,9/7/2014 9:53
15813,R,I/O,R-core@R-project.org,NEW,---,writeLines hangs with locale==C if writing special characters. infinite warnings fill up disk,3/6/2015 0:59
16767,R,System-specific,R-core@R-project.org,UNCONFIRMED,---,R incorrectly assumes __SUNPRO_CC == stlport in .../src/include/R_ext/Print.h,3/16/2016 13:36
6488,R,System-specific,jitterbug-import,NEW,---,R fails to build on AFS,1/28/2004 19:40
7379,R,Installation,jitterbug-import,NEW,---,Re: [Rd] Building Packages on Windows using .Rbuildignore,11/19/2004 0:32
16388,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,ASSIGNED,---,default R_ENCODING_LOCALES uses non-existing locales on OS X,8/12/2015 16:00
7989,R,System-specific,jitterbug-import,NEW,---,Re: [Rd] eigen of a real pd symmetric matrix gives NaNs in $vector(PR#7987),7/4/2005 15:50
408,R,Language,jitterbug-import,NEW,---,convolution bug,3/24/2012 16:22
10345,R,Wishlist,jitterbug-import,NEW,---,boxplot() confuses x- and y-axes,10/15/2007 21:24
16174,R,Installation,R-core@R-project.org,NEW,---,R 3.1.2 fails to build with ifort and icc,1/28/2015 18:00
1676,R,Installation,jitterbug-import,NEW,---,R configure.in makes bad alpha assumptions,6/17/2002 15:04
16408,R,Models,R-core@R-project.org,UNCONFIRMED,---,strange bug related to stats:::predict.Arima and/or cbind,6/3/2015 13:44
3690,R,Wishlist,jitterbug-import,NEW,---,"Add a 'drop' parameter, set to FALSE by default, to apply()",4/26/2015 10:26
16784,R,I/O,R-core@R-project.org,UNCONFIRMED,---,"file.path(unknownEncoding, UTF-8Encoding) -> unknownEncoding, unlike paste().  Causes file routines to fail.",3/25/2016 21:17
16511,R,Windows GUI / Window specific,R-core@R-project.org,UNCONFIRMED,---,setInternet2 has invalid default,8/17/2015 16:16
6612,R,Wishlist,jitterbug-import,NEW,---,suggestions,2/25/2004 21:07
15017,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,ASSIGNED,---,Clicking preference pane causes seq fault that kills R,12/13/2012 3:33
7393,R,Wishlist,jitterbug-import,NEW,---,dhyper() does not allow non-integer values for input parameters mand n.,11/25/2004 14:44
8041,R,System-specific,jitterbug-import,NEW,---,eigen gives NaN in $vectors,7/31/2005 7:15
837,R,Graphics,jitterbug-import,NEW,---,screen doesn't handle redrawing properly,2/2/2001 1:20
15199,R,Low-level,R-core@R-project.org,NEW,---,Default values not applied to ... arguments,2/10/2013 0:41
16288,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,UNCONFIRMED,---,Unable to find application named 'X11.app',3/31/2015 15:42
15826,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,GUI problems MAC,6/13/2014 9:38
16791,R,Graphics,R-core@R-project.org,UNCONFIRMED,---,grid::grid.show.layout reports units with excessive accuracy,4/7/2016 23:37
15926,R,Language,R-core@R-project.org,NEW,---,list2env(list()) fails because names(list()) is NULL.  Could it return an empty environment?,8/8/2014 19:58
16855,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,"Ignored after a first single-byte character on system that sizeof(whcar_t) return 2 with grep, [g]sub, [g]regexpr",4/26/2016 8:06
16441,R,Low-level,R-core@R-project.org,ASSIGNED,---,Segfault when an environment has an attribute that refers to itself,6/23/2015 16:56
16101,R,I/O,R-core@R-project.org,NEW,---,"When printing list with multibyte UTF-8 names on Windows GUI, the first name is printed as characters, the rest with <U+xxxx> format.",12/8/2014 18:29
15012,R,Misc,R-core@R-project.org,NEW,---,"gsub() with regex ""＼＼＼＼)"" makes R eat memory and CPU",8/10/2012 15:42
16256,R,Models,R-core@R-project.org,NEW,---,"bug in predict with type=""terms"" in the presence of missing",3/14/2015 7:09
15831,R,Graphics,R-core@R-project.org,NEW,---,"pch=""."" misaligned",6/21/2014 18:26
16322,R,Low-level,R-core@R-project.org,NEW,---,scipen generates errors for large values,4/23/2015 3:43
15936,R,Wishlist,R-core@R-project.org,NEW,---,SPSS import generates extra empty columns in middle of dataset,8/15/2014 19:22
16051,R,Graphics,R-core@R-project.org,NEW,---,overlapping perpendicular axis labels,11/4/2014 16:25
14746,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,UNCONFIRMED,---,R.app script editor snafu in Mac OS X10.5,11/18/2013 10:14
16186,R,Misc,R-core@R-project.org,NEW,---,Matrix columns not aligned properly with some Unicode characters,2/3/2015 15:34
16107,R,Language,R-core@R-project.org,NEW,---,is.na throws warning for NULL,12/13/2014 17:36
16110,R,Models,R-core@R-project.org,NEW,---,nlme: corCompSymm doesn't call specialized corFactor method,12/15/2014 7:13
15275,R,Models,R-core@R-project.org,NEW,---,"terms.formula(y ~ (x + fn(z = NA)) - fn(z = NA),simplify=TRUE) does not simplify",4/22/2013 14:01
16677,R,Graphics,R-core@R-project.org,UNCONFIRMED,---,"No tilde expansion in png(type = ""cairo-png"")",1/21/2016 10:55
16377,R,Windows GUI / Window specific,R-core@R-project.org,UNCONFIRMED,---,"Strange behaviour for polish special character ""ł""",5/11/2015 12:38
16732,R,Windows GUI / Window specific,R-core@R-project.org,UNCONFIRMED,---,Unicode characters are garbled when printing function,2/27/2016 20:24
16522,R,Documentation,R-core@R-project.org,UNCONFIRMED,---,"glm object $method component does not have to be ""glm.fit""",8/26/2015 13:20
15285,R,Graphics,R-core@R-project.org,NEW,---,"In plot.lm() with which=5, the legend ""Cook's distance"" can overwrite a point label",4/20/2013 5:25
16384,R,Windows GUI / Window specific,R-core@R-project.org,UNCONFIRMED,---,share/make/winshlib.mk uses SHLIB_LD instead of SHLIB_LINK,5/14/2015 12:28
16733,R,Accuracy,R-core@R-project.org,UNCONFIRMED,---,as.POSIXlt sets isdst field incorrectly at the end of daylight saving time,2/28/2016 1:29
16275,R,I/O,R-core@R-project.org,NEW,---,read.fortran doesn't recognise D format,3/20/2015 14:38
16806,R,Add-ons,R-core@R-project.org,UNCONFIRMED,---,nlme getVarCov() fails for corSpatial fits for individuals with a single observation only,4/8/2016 12:29
16637,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,R CMD check false-positive for generics with dot,12/18/2015 20:47
16212,R,Windows GUI / Window specific,R-core@R-project.org,NEW,---,Invisible character in script file but shows in console when run,2/16/2015 4:50
15676,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,Syntax highlighting changes depending on scroll position in editor,2/19/2014 15:58
16284,R,Language,R-core@R-project.org,NEW,---,mapply gives error if USE.NAMES is character vector,3/27/2015 23:04
15925,R,Windows GUI / Window specific,R-core@R-project.org,ASSIGNED,---,caret stuck,8/19/2014 12:22
16283,R,Language,R-core@R-project.org,REOPENED,---,read.csv Incorrectly Assigns row.names when there is 1 too many columns,6/23/2015 12:39
16297,R,Misc,R-core@R-project.org,NEW,---,"one.column.matrix[one.row, ] has no names",4/2/2015 22:03
16817,R,I/O,R-core@R-project.org,UNCONFIRMED,---,Do not print a blank line when printing a matrix with blank named dimnames,4/10/2016 18:51
14843,R,Graphics,R-core@R-project.org,NEW,---,dev.print treats background inconsistently,3/13/2012 14:59
16302,R,Installation,R-core@R-project.org,NEW,---,install.packages(keep_outputs=) misplaces file.out,4/6/2015 8:35
16360,R,Startup,R-core@R-project.org,NEW,---,"readRenviron("".Renviron""): the first escaped quote is mishandled, the rest are ok",5/1/2015 20:39
16596,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Wishlist: Allow URLs in DESCRIPTION to have commas,12/14/2015 22:20
16702,R,Graphics,R-core@R-project.org,UNCONFIRMED,---,x11 plotting misses ConfigureNotify event in tiling window managers; can't interrupt plotting,2/6/2016 3:25
16397,R,Misc,R-core@R-project.org,UNCONFIRMED,---,R CMD check warns about links to separate package's index,5/25/2015 22:12
14406,R,Windows GUI / Window specific,R-core@R-project.org,ASSIGNED,---,Rterm.exe doesn't work after unfocusing it and focusing it again,5/25/2014 12:53
16843,R,Installation,R-core@R-project.org,UNCONFIRMED,---,reg-tests-2 tests failure on make check-all,4/21/2016 4:38
16538,R,Language,R-core@R-project.org,UNCONFIRMED,---,bquote() with where=list() or pairlist() has unintended behavior,9/18/2015 13:41
14902,R,Documentation,R-core@R-project.org,NEW,---,substitute() not behaving as explained in ?delayedAssign when object in .GlobalEnv,5/1/2012 19:31
14408,R,Low-level,R-core@R-project.org,ASSIGNED,---,Incorrect results from the TRE engine,8/24/2014 20:42
16539,R,I/O,R-core@R-project.org,UNCONFIRMED,---,capture.output forgets character encodings,9/21/2015 10:16
16094,R,Low-level,R-core@R-project.org,NEW,---,"Version constraints on imported package are avoided if the importing package only uses ""packageA::funA""",12/3/2014 0:34
15810,R,I/O,R-core@R-project.org,UNCONFIRMED,---,Negative zero in labels returned by cut(),12/24/2015 14:02
14905,R,Models,R-core@R-project.org,NEW,---,get_all_vars mislabels output when matrices/vectors are involved,5/3/2012 20:19
14582,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,ASSIGNED,---,Changing display configurations on my Mac causes spurious stderr output if Quartz or R.app is used,5/15/2011 14:05
16752,R,Accuracy,R-core@R-project.org,REOPENED,---,"deparse, str and toString are incorrect for complex number with exponent",3/11/2016 7:59
14938,R,Graphics,R-core@R-project.org,NEW,---,Misplaced labels in cut dendrogram plots,6/5/2012 19:57
16543,R,I/O,R-core@R-project.org,UNCONFIRMED,---,Writing UTF-8 strings to stderr under Windows causes incorrect display,9/28/2015 10:14
16721,R,Graphics,R-core@R-project.org,ASSIGNED,---,image() with png() plot error for certain pixel widths,2/22/2016 9:19
14728,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,ASSIGNED,---,tab completion adds a question mark,11/12/2011 15:02
16662,R,Installation,R-core@R-project.org,UNCONFIRMED,---,exportClasses() directive silently ignores missing S4 classes,1/11/2016 9:28
16241,R,Misc,R-core@R-project.org,NEW,---,Incorrect result when combining POSIXct and POSIXlt objects in one call to c.POSIXct,3/7/2015 20:38
15010,R,I/O,R-core@R-project.org,NEW,---,Accented unicode (UTF-8) characters do not align correctly,8/5/2012 1:05
16245,R,System-specific,R-core@R-project.org,NEW,---,line overwriting,3/19/2016 6:46
16413,R,Graphics,R-core@R-project.org,UNCONFIRMED,---,unexpected behaviour of plot.window() with setting of logarithmic coordinates,6/7/2015 18:32
15951,R,I/O,R-core@R-project.org,NEW,---,"when including row names, write.csv and write.table write inconsistent column name lines.",8/26/2014 18:47
15876,R,Documentation,R-core@R-project.org,NEW,---,help for data.frame subset operator does not indicate that i and j may be logical,7/9/2014 12:07
16536,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Update EOPTS from mtune=core2 to mtune=generic,9/18/2015 6:40
16585,R,Wishlist,R-core@R-project.org,REOPENED,---,citation() package version printing,10/31/2015 16:10
16156,R,Wishlist,R-core@R-project.org,NEW,---,Reorder the three first lines of R --version [WISH],1/13/2015 23:54
16546,R,Documentation,R-core@R-project.org,NEW,---,Duplicated line in foreign::write.dta() help files (foreign_0.8-66),12/14/2015 22:27
16659,R,Language,R-core@R-project.org,UNCONFIRMED,---,match.arg with several.ok silently ignores incorrect arguments as long as there is one valid argument.,1/7/2016 15:48
16710,R,Documentation,R-core@R-project.org,UNCONFIRMED,---,Parser: '=' appears to have lower precedence than '?',2/11/2016 20:49
16238,R,Models,R-core@R-project.org,NEW,---,Variable names with spaces or () fail with get_all_vars due to lack of quotes,3/5/2015 10:11
15891,R,Misc,R-core@R-project.org,NEW,---,Gamma() sometimes stores the wrong link name,7/19/2014 23:13
15180,R,Windows GUI / Window specific,R-core@R-project.org,NEW,---,encodeString() is inconsistent with print.default() for some UTF-8 characters on Windows,1/21/2013 16:57
16146,R,Graphics,R-core@R-project.org,UNCONFIRMED,---,valgrind complains about title() when string has fancy quotes,1/16/2015 10:28
16179,R,Installation,R-core@R-project.org,NEW,---,detecting tinfo as a termcap library for readline,2/1/2015 22:24
15628,R,Accuracy,R-core@R-project.org,NEW,---,dpois_raw accuracy,1/10/2014 4:38
16409,R,I/O,R-core@R-project.org,UNCONFIRMED,---,Autocomplete should work inside brackets without a space,6/3/2015 17:53
16321,R,Wishlist,R-core@R-project.org,NEW,---,Vectorize utils::object.size and friends,4/17/2015 20:25
16048,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,lowest number Quartz active after saving a graphic,10/27/2014 16:49
16370,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,R CMD check for closeAllConnections(),5/7/2015 3:23
16183,R,Installation,R-core@R-project.org,NEW,---,LDFLAGS overrides PKG_LIBS,2/2/2015 18:31
15638,R,Wishlist,R-core@R-project.org,NEW,---,Extracting high dimensional structures from data frames,1/13/2014 22:32
16482,R,Add-ons,R-core@R-project.org,ASSIGNED,---,Please add four more LAPACK functions to Rlapack,12/12/2015 17:57
16621,R,Accuracy,R-core@R-project.org,UNCONFIRMED,---,"strptime(, tz=x) returns inconsistent gmtoff and tzone properties",12/4/2015 12:49
16371,R,Misc,R-core@R-project.org,UNCONFIRMED,---,"""mis-spell"" -> ""misspell""",5/7/2015 13:32
15652,R,Wishlist,R-core@R-project.org,NEW,---,Wishlist: warn user when .Rbuildignore omits files,3/8/2014 10:26
16725,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,symlinks in package library,3/1/2016 14:18
15024,R,Wishlist,R-core@R-project.org,NEW,---,"setRownames, setColnames and setDimnames functions",8/21/2012 19:09
16518,R,Installation,R-core@R-project.org,UNCONFIRMED,---,"When MAIN_LD is CC, it should always include CFLAGS",8/22/2015 13:31
16807,R,System-specific,R-core@R-project.org,NEW,---,sprintf seems to ignore some special characters in OSX and Linux,4/11/2016 14:52
16056,R,Analyses,R-core@R-project.org,NEW,---,Cook's distance inconsistent for weighted linear models,11/2/2014 15:42
16490,R,Low-level,R-core@R-project.org,ASSIGNED,---,speedup for library,12/16/2015 19:26
16631,R,Installation,R-core@R-project.org,UNCONFIRMED,---,0711-228 WARNING: Duplicate symbols: R_OutputCon - not declared as extern in src/include/Defn.h,12/16/2015 8:24
15272,R,Documentation,R-core@R-project.org,NEW,---,?nclass doesn't find the nclass help page,4/14/2013 13:21
15654,R,Wishlist,R-core@R-project.org,NEW,---,WISH/ROBUSTNESS: R CMD check for non-named '...' arguments to NextMethod(),2/3/2014 20:58
16266,R,Wishlist,R-core@R-project.org,NEW,---,Consider providing stopif(),1/11/2016 9:25
16520,R,I/O,R-core@R-project.org,UNCONFIRMED,---,Chinese Locale breaks File Read with UTF-8,8/24/2015 6:08
15923,R,Language,R-core@R-project.org,REOPENED,---,add TakeWhile function to funprog (patch included),8/7/2014 8:10
16063,R,Wishlist,R-core@R-project.org,NEW,---,Prevent modify attributes of shared object,11/7/2014 21:25
16632,R,Installation,R-core@R-project.org,UNCONFIRMED,---,"Using -Wl,-bexpall causes many duplicate symbol warnings",12/16/2015 8:26
16188,R,Language,R-core@R-project.org,NEW,---,stopifnot() should make it look like error came from its caller,2/4/2015 19:45
15656,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,presence of Right-to-Left Font alters order of columns when displaying a data.frame,2/4/2014 22:10
16426,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Add support for short hexadecimal colors,7/1/2015 9:23
16268,R,Wishlist,R-core@R-project.org,NEW,---,"[WISHLIST] Upon package installation, annotate DESCRIPTION with versions of packages linked to",3/19/2015 0:42
16796,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,dyn.load option for RTLD_DEEPBIND,4/4/2016 18:19
16064,R,I/O,R-core@R-project.org,NEW,---,Writing UTF8 on Windows,11/7/2014 21:51
16527,R,Wishlist,R-core@R-project.org,ASSIGNED,---,Wishlist: Make str() faster for long strings,9/8/2015 16:56
16633,R,Installation,R-core@R-project.org,UNCONFIRMED,---,"duplicate symbols in tools.so, grDevices.so, graphics.so and libR.so - where should they really be?",4/9/2016 14:39
15308,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Wishlist: Subscripting a terms object and predvars,5/8/2013 8:54
16115,R,Misc,R-core@R-project.org,NEW,---,R CMD check does not notice files written to forbidden locations,12/22/2014 16:50
16208,R,Windows GUI / Window specific,R-core@R-project.org,NEW,---,Rgui.exe continues to use 100% CPU core after exitting if any packages are installed or upgraded.,10/7/2015 7:29
15666,R,Wishlist,R-core@R-project.org,NEW,---,Table description,2/14/2014 12:28
16427,R,I/O,R-core@R-project.org,UNCONFIRMED,---,Errors/Warnings using seek on a gz connection,11/18/2015 16:32
15072,R,Models,R-core@R-project.org,NEW,---,Assessing estimability in predict.lm in rank-deficient situations,5/6/2014 15:42
16524,R,Misc,R-core@R-project.org,UNCONFIRMED,---,parser column numbers incorrect with unicode characters,8/28/2015 14:29
16337,R,Misc,R-core@R-project.org,NEW,---,Add data.frame support to sample(),5/1/2015 12:30
15954,R,Add-ons,R-core@R-project.org,NEW,---,LDFLAGS is taken from environment not from R's Makeconf by 'R CMD config --ldflags',8/30/2014 11:46
16635,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,"20-50% speedup for %in%, one line",12/18/2015 2:07
15318,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,parallel compression,5/22/2013 20:34
16127,R,Windows GUI / Window specific,R-core@R-project.org,NEW,---,system2 arguments are not wrapped with shQuote,2/13/2015 16:22
16684,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,UNCONFIRMED,---,Unexpected Input error,2/14/2016 9:10
16386,R,Documentation,R-core@R-project.org,UNCONFIRMED,---,Suggested change to the ?as.Date documentation,5/27/2015 0:46
15667,R,Wishlist,R-core@R-project.org,NEW,---,Adding table constructor information,2/14/2014 12:32
16738,R,I/O,R-core@R-project.org,UNCONFIRMED,---,file.show() cannot handle null bytes (in UTF-16),2/29/2016 20:20
16277,R,Accuracy,R-core@R-project.org,NEW,---,Proposal for advanced huge number handling,3/30/2015 7:06
16348,R,Wishlist,R-core@R-project.org,NEW,---,Label of NA values in summary.factor,2/7/2016 16:00
16154,R,Misc,R-core@R-project.org,REOPENED,---,angleleft and angleright not available in group() and bgroup(),1/16/2015 13:14
16075,R,Wishlist,R-core@R-project.org,NEW,---,"tools:::.BioC_version_associated_with_R_version() should now report ""3.1"" for R devel",11/18/2014 3:53
16567,R,Documentation,R-core@R-project.org,ASSIGNED,---,Claims about computational complexity of findInterval,11/2/2015 11:02
15338,R,Language,R-core@R-project.org,UNCONFIRMED,---,alist enhancement request,9/6/2013 0:42
16132,R,Misc,R-core@R-project.org,NEW,---,R CMD check flags symlinks pointing to non-existent files as permission problems on NA,1/5/2015 1:39
16694,R,Graphics,R-core@R-project.org,UNCONFIRMED,---,Attempting to draw a transparent plot rug fails silently,2/1/2016 9:53
14822,R,Wishlist,R-core@R-project.org,NEW,---,"match() analogue for regexes, eg firstgrep() or match( , regex=TRUE)",2/22/2012 2:37
14323,R,S4methods,R-core@R-project.org,ASSIGNED,---,"methods::new(): information not inserted from dots when contains=""matrix""",3/20/2011 19:54
16814,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Simplify including localization in *.c files,4/8/2016 21:03
16531,R,System-specific,R-core@R-project.org,UNCONFIRMED,---,ppc64el is not supported,9/9/2015 15:09
16614,R,Analyses,R-core@R-project.org,ASSIGNED,---,Predict problem nlme,4/17/2016 14:17
16643,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Wishlist: Don't convert in 'writeChar' to fifo connection on Windows,4/5/2016 9:05
15388,R,I/O,R-core@R-project.org,UNCONFIRMED,---,"print.object_size: units should default to ""auto"", not ""b""",9/10/2013 15:41
15362,R,Wishlist,R-core@R-project.org,NEW,---,Wishlist: enable simultaneously adding rows and columns by '[<-.data.frame',11/3/2013 11:54
14825,R,Misc,R-core@R-project.org,NEW,---,Possibility to set srcref when evaluating an expr (of any kind),2/27/2012 4:49
16744,R,Accuracy,R-core@R-project.org,UNCONFIRMED,---,"nlme getvarcov makes assumptions about data structure, can give wrong answer",3/2/2016 20:39
14354,R,Language,R-core@R-project.org,ASSIGNED,---,wish to provide a means to mark non-standard evaluation to be skipped by codetools,10/12/2011 11:25
16594,R,Graphics,R-core@R-project.org,UNCONFIRMED,---,svg of rasterGrob objects creates files Inkscape and Firefox unnecessarily interpolate,11/8/2015 12:53
16496,R,System-specific,R-core@R-project.org,REOPENED,---,Update x11 logo to new R logo,11/20/2015 17:24
16658,R,Language,R-core@R-project.org,ASSIGNED,---,rbind.data.frame() should get an `stringsAsFactors` argument,1/12/2016 18:39
15444,R,Windows GUI / Window specific,R-core@R-project.org,UNCONFIRMED,---,Script file save path lost,9/4/2013 19:40
16136,R,Low-level,R-core@R-project.org,NEW,---,adding recursive attribute to an name and printing it leads to crash,1/6/2015 14:17
15389,R,Misc,R-core@R-project.org,NEW,---,"file.info()$size should be an ""object_size"", not just numeric",7/10/2013 17:27
16226,R,Wishlist,R-core@R-project.org,NEW,---,install.packages option to install into user library when in non-interactive mode,2/27/2015 19:30
15715,R,Language,R-core@R-project.org,NEW,---,make call() more flexible,3/15/2014 15:02
16066,R,I/O,R-core@R-project.org,ASSIGNED,---,segfault of rawConnectionValue,11/15/2014 7:01
16665,R,Analyses,R-core@R-project.org,ASSIGNED,---,dummy.coef fails when transformations are included in formula,1/22/2016 7:45
16648,R,Misc,R-core@R-project.org,UNCONFIRMED,---,complete.cases() give misleading message,1/3/2016 21:30
15725,R,Misc,R-core@R-project.org,UNCONFIRMED,---,cannot edit empty dataframe in R.app,2/15/2015 19:41
16138,R,Accuracy,R-core@R-project.org,NEW,---,Wishlist: add tolerance parameter to wilcox.test() and rank() for determining ties,1/7/2015 9:48
15438,R,Mac GUI / Mac specific,simon.urbanek@r-project.org,NEW,---,Improvements to Quartz/Cocoa Device when Used from Terminal,9/4/2013 14:08
16227,R,Wishlist,R-core@R-project.org,NEW,---,Improve handling of history across multiple sessions,3/2/2015 3:28
16750,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Treat character as factor in summary.default,3/6/2016 10:18
16466,R,Graphics,R-core@R-project.org,UNCONFIRMED,---,Add the tk_chooseColor widget to the tcltk package,7/4/2015 18:51
16003,R,Documentation,R-core@R-project.org,NEW,---,heatmap scale argument: description not complete,9/30/2014 19:31
16163,R,Misc,R-core@R-project.org,ASSIGNED,---,Opimize reshape(),5/2/2015 0:44
16640,R,Low-level,R-core@R-project.org,REOPENED,---,2X speedup for tapply,2/14/2016 9:30
16091,R,Documentation,R-core@R-project.org,NEW,---,nchar does not compute number of human-readable characters,11/28/2014 10:09
16673,R,Translations,steuer@hsu-hh.de,ASSIGNED,---,de.po: German spelling corrections,1/18/2016 15:26
15101,R,Low-level,R-core@R-project.org,NEW,---,Performance bug - assignment inside an object is much slower,11/8/2012 21:01
15772,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,WISHLIST: modify behavior of (C entry point) nrows to handle data.frames,4/25/2014 6:54
16144,R,Wishlist,R-core@R-project.org,NEW,---,enhancement to base::structure to prevent malformed factors,1/9/2015 0:40
16705,R,Misc,R-core@R-project.org,UNCONFIRMED,---,inconsistent error reporting in reshape(),2/9/2016 19:56
16400,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,add an option to release caching of available.packages metadata,5/26/2015 22:30
16757,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Wishlist: Protect against stack overflow from PCRE,3/11/2016 8:09
16485,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,patch: add Li's p adjustment to p.adjust(),7/23/2015 20:09
16599,R,Installation,R-core@R-project.org,UNCONFIRMED,---,Installation breaks because of wrong libcurl version,11/12/2015 11:29
16689,R,Misc,R-core@R-project.org,ASSIGNED,---,"Add debugCall and debugMethod to the base and methods packages, resp.",3/31/2016 11:21
16404,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Adding incomparables to duplicated.data.frame,6/22/2015 19:16
16234,R,Analyses,deshmukh.vaishali12@gmail.com,NEW,---,"After clicking on ""Login"" button, an error message is displaying.",3/27/2015 7:03
16305,R,Wishlist,R-core@R-project.org,NEW,---,Seeking more consistent package descriptions and citations,4/9/2015 7:13
16600,R,Documentation,R-core@R-project.org,UNCONFIRMED,---,regexpr number characters limited 1464,11/17/2015 13:00
16657,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,"format.object_size(): Add support for JEDEC units KB, MB, GB (not Kb, Mb, Gb)",1/7/2016 16:17
16405,R,Low-level,R-core@R-project.org,UNCONFIRMED,---,do_paste redundant strlen,6/1/2015 7:22
16506,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,Easy feedback,8/13/2015 19:38
16308,R,Documentation,R-core@R-project.org,NEW,---,Improve examples for utils::available.packages by including other parameter usage,4/12/2015 5:21
16603,R,I/O,R-core@R-project.org,UNCONFIRMED,---,Control-C on incremental-search-backward behaves oddly,4/30/2016 2:10
16098,R,Low-level,murdoch@stats.uwo.ca,NEW,---,Windows doesn't handle high Unicode code points,12/7/2014 17:18
16660,R,Windows GUI / Window specific,R-core@R-project.org,UNCONFIRMED,---,Discordance between doc and behavior for R.home() on windows,1/11/2016 11:20
16719,R,Documentation,R-core@R-project.org,UNCONFIRMED,---,kruskal.test documentation for formula,2/18/2016 22:50
14971,R,Misc,R-core@R-project.org,NEW,---,Allow to step (debug) through the code when evaluating expressions using eval,7/9/2012 9:05
16507,R,Wishlist,R-core@R-project.org,UNCONFIRMED,---,"Change ""Wishlist"" in the Bugzilla bug report ""Component"" box to ""Wishlist or Suggestion"".",8/13/2015 19:41
16311,R,I/O,R-core@R-project.org,NEW,---,It would be nice if system2 could generally set environment variables from env argument,4/14/2015 19:55
16852,R,Accuracy,R-core@R-project.org,UNCONFIRMED,---,"Inconsistent Date to POSIXt conversion between Windows, OS X and Linux",4/22/2016 12:47
16552,R,Graphics,R-core@R-project.org,UNCONFIRMED,---,stripchart new method,10/6/2015 19:40
16714,R,Misc,R-core@R-project.org,NEW,---,na.omit and other na.actions incurs a copy even if no change,2/17/2016 9:36
16040,R,Wishlist,R-core@R-project.org,NEW,---,Long vectors support for the transmission in the multicore part of parallel,10/23/2014 11:24
16604,R,System-specific,R-core@R-project.org,UNCONFIRMED,---,R does not recognize when terminal size changes,4/28/2016 15:51
